الفعل,المسار,الاسم,المتحكّم,الوسطاء,التصنيف,ملاحظة
GET,/api/mobile/v1/auth/sessions,mobile.auth.sessions.index,"Api\MobileAuthController@sessions","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
DELETE,/api/mobile/v1/auth/sessions/{id},mobile.auth.sessions.destroy,"Api\MobileAuthController@destroySession","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/auth/step-up,mobile.auth.step_up,"Api\MobileAuthController@stepUp","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/bootstrap,mobile.bootstrap,"Api\MobileContextController@bootstrap","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/clients/{client}/members,mobile.clients.members.index,"Api\MobileClientMembersController@index","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/clients/{client}/members,mobile.clients.members.invite,"Api\MobileClientMembersController@invite","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
PUT,/api/mobile/v1/clients/{client}/members/{membership},mobile.clients.members.role,"Api\MobileClientMembersController@setRole","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
DELETE,/api/mobile/v1/clients/{client}/members/{membership},mobile.clients.members.revoke,"Api\MobileClientMembersController@revoke","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/comments,mobile.comments.index,"Api\MobileCommController@comments","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/comments,mobile.comments.store,"Api\MobileCommController@postComment","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/comments/{id}/react,mobile.comments.react,"Api\MobileCollabController@commentReact","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/context,mobile.context,"Api\MobileContextController@context","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/conversations,mobile.conversations.index,"Api\MobileCollabController@conversations","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/conversations/{id}/since,mobile.conversations.since,"Api\MobileCollabController@channelSince","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/conversations/{id}/typing,mobile.conversations.typing,"Api\MobileCollabController@channelTyping","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/dm/messages/{id}/react,mobile.dm.react,"Api\MobileCollabController@dmReact","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/dm/threads,mobile.dm.threads,"Api\MobileCommController@dmThreads","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/dm/threads/{user}/messages,mobile.dm.messages,"Api\MobileCommController@dmMessages","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/dm/threads/{user}/read,mobile.dm.read,"Api\MobileCommController@dmMarkRead","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/dm/threads/{user}/send,mobile.dm.send,"Api\MobileCommController@dmSend","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/dm/threads/{user}/since,mobile.dm.since,"Api\MobileCollabController@dmSince","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/dm/threads/{user}/typing,mobile.dm.typing,"Api\MobileCollabController@dmTyping","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/files/attach,mobile.files.attach,"Api\MobileFileController@attach","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/files/upload-session,mobile.files.upload_session,"Api\MobileFileController@uploadSession","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
PUT,/api/mobile/v1/files/upload-session/{id}/chunk,mobile.files.upload_chunk,"Api\MobileFileController@uploadChunk","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/files/upload-session/{id}/complete,mobile.files.upload_complete,"Api\MobileFileController@uploadComplete","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/files/{id}/download,mobile.files.download,"Api\MobileFileController@download","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/files/{id}/stream,mobile.files.stream,"Api\MobileFileController@stream","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/health,mobile.health,"Api\MobileAuthController@health","api · throttle:60,1","عامٌّ مقصود","مسبارُ صحّةٍ للتطبيق · خانق 60/د"
GET,/api/mobile/v1/home,mobile.home,"Api\MobileWorkController@home","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/identity/resolve/{q},mobile.identity.resolve,"Api\MobileFileController@identityResolve","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/me/documents,mobile.me.documents.index,"Api\MobileWorkController@myDocuments","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/me/documents/{id}/file,mobile.me.documents.file,"Api\MobileWorkController@myDocumentFile","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/navigation,mobile.navigation,"Api\MobileContextController@navigation","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/notifications,mobile.notifications.index,"Api\MobileCommController@notifications","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/notifications/read-all,mobile.notifications.read_all,"Api\MobileCommController@markAllRead","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/notifications/unread-count,mobile.notifications.unread,"Api\MobileCommController@unreadCount","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/notifications/{id}/read,mobile.notifications.read,"Api\MobileCommController@markRead","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/notifications/{id}/target,mobile.notifications.target,"Api\MobileCommController@notificationTarget","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/openapi.json,mobile.openapi,"Api\MobileDocsController@openapi","api · throttle:60,1","عامٌّ مقصود","مواصفةٌ عامّةٌ عمداً ليقرأها التطبيقُ قبل الدخول · خانق 60/د"
GET,/api/mobile/v1/portal/conversations,mobile.portal.conversations.index,"Api\MobileClientPortalController@conversations","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/conversations/{id},mobile.portal.conversations.show,"Api\MobileClientPortalController@conversation","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/documents,mobile.portal.documents.index,"Api\MobileClientPortalController@documents","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/documents/{id},mobile.portal.documents.show,"Api\MobileClientPortalController@document","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/engagements,mobile.portal.engagements,"Api\MobileClientPortalController@engagements","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/home,mobile.portal.home,"Api\MobileClientPortalController@home","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/invoices,mobile.portal.invoices.index,"Api\MobileClientPortalController@invoices","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/invoices/{id},mobile.portal.invoices.show,"Api\MobileClientPortalController@invoice","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/projects,mobile.portal.projects.index,"Api\MobileClientPortalController@projects","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/portal/projects/{id},mobile.portal.projects.show,"Api\MobileClientPortalController@project","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/prefs,mobile.prefs.index,"Api\MobileWorkController@prefs","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
PUT,/api/mobile/v1/prefs,mobile.prefs.update,"Api\MobileWorkController@prefsUpdate","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/prefs/pin,mobile.prefs.pin,"Api\MobileWorkController@pin","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/presence,mobile.presence,"Api\MobileCollabController@presence","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/push/admin/status,mobile.push.admin.status,"Api\MobilePushController@adminStatus","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/push/admin/test,mobile.push.admin.test,"Api\MobilePushController@adminTest","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/push/register,mobile.push.register,"Api\MobilePushController@register","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/push/unregister,mobile.push.unregister,"Api\MobilePushController@unregister","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/saved,mobile.saved.index,"Api\MobileCollabController@saved","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/schema,mobile.schema,"Api\MobileContextController@schema","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/schema/modules,mobile.schema.modules,"Api\MobileContextController@schemaModules","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/search,mobile.search,"Api\MobileWorkController@search","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/sync/{module},mobile.sync,"Api\MobileSyncController@sync","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/tracking/start,mobile.tracking.start,"Api\MobileFileController@trackingStart","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/tracking/{session}/end,mobile.tracking.end,"Api\MobileFileController@trackingEnd","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/tracking/{session}/points,mobile.tracking.points,"Api\MobileFileController@trackingPoints","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/work/daily-report,mobile.work.daily_report,"Api\MobileReportsController@today","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/work/today,mobile.work.today,"Api\MobileReportsController@today","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/{module},mobile.resource.index,"Api\MobileResourceController@listRecords","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/{module},mobile.resource.store,"Api\MobileResourceController@createRecord","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/{module}/{id},mobile.resource.show,"Api\MobileResourceController@showRecord","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
PUT,/api/mobile/v1/{module}/{id},mobile.resource.update,"Api\MobileResourceController@replaceRecord","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
PATCH,/api/mobile/v1/{module}/{id},mobile.resource.patch,"Api\MobileResourceController@patchRecord","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
DELETE,/api/mobile/v1/{module}/{id},mobile.resource.destroy,"Api\MobileResourceController@deleteRecord","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
GET,/api/mobile/v1/{module}/{id}/actions,mobile.resource.actions,"Api\MobileResourceController@listActions","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/mobile/v1/{module}/{id}/actions/{action},mobile.resource.run_action,"Api\MobileResourceController@runAction","api · throttle:api · mobile.session · mobile.portal · mobile.context",محروس,"جلسةُ جوالٍ + سياجُ العميل + سياقُ العرض"
POST,/api/v1/asset-project/{id}/end,—,"Api\AssetProjectApiController@end","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/assets/{id}/projects,api.v1.assets.projects,"Api\AssetProjectApiController@assetProjects","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/endpoint/agent/download/{id},endpoint.agent.download,"Api\EndpointProtocolController@agentDownload","api · throttle:120,1 · endpoint.signature",محروس,"عقدُ ES256 (طابع ±300ث + nonce) — لا جلسةَ ولا مفتاح"
GET,/api/v1/endpoint/agent/manifest,endpoint.agent.manifest,"Api\EndpointProtocolController@agentManifest","api · throttle:120,1 · endpoint.signature",محروس,"عقدُ ES256 (طابع ±300ث + nonce) — لا جلسةَ ولا مفتاح"
POST,/api/v1/endpoint/commands/pull,endpoint.commands.pull,"Api\EndpointProtocolController@commandsPull","api · throttle:120,1 · endpoint.signature",محروس,"عقدُ ES256 (طابع ±300ث + nonce) — لا جلسةَ ولا مفتاح"
POST,/api/v1/endpoint/commands/result,endpoint.commands.result,"Api\EndpointProtocolController@commandResult","api · throttle:120,1 · endpoint.signature",محروس,"عقدُ ES256 (طابع ±300ث + nonce) — لا جلسةَ ولا مفتاح"
POST,/api/v1/endpoint/enroll,enroll.device,"Api\EndpointEnrollController@enroll","api · throttle:20,1","عامٌّ مقصود","تسجيلُ جهازٍ برمزٍ مسكوكٍ لمرّة (لا جلسةَ ولا مفتاح) · خانق 20/د"
POST,/api/v1/endpoint/event,endpoint.event,"Api\EndpointProtocolController@event","api · throttle:120,1 · endpoint.signature",محروس,"عقدُ ES256 (طابع ±300ث + nonce) — لا جلسةَ ولا مفتاح"
POST,/api/v1/endpoint/heartbeat,endpoint.heartbeat,"Api\EndpointProtocolController@heartbeat","api · throttle:120,1 · endpoint.signature",محروس,"عقدُ ES256 (طابع ±300ث + nonce) — لا جلسةَ ولا مفتاح"
GET,/api/v1/identity/resolve/{q},—,"Api\V1Controller@identityResolve","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/me,—,"Api\V1Controller@me","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
POST,/api/v1/metrics,—,"Api\V1Controller@metricsIngest","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/metrics/{module}/{id},—,"Api\V1Controller@metricsShow","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/modules,—,"Api\V1Controller@modules","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/openapi.json,api.openapi,"Api\V1Controller@openapi","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/projects/{id}/assets,api.v1.projects.assets,"Api\AssetProjectApiController@projectAssets","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
POST,/api/v1/projects/{id}/assets,—,"Api\AssetProjectApiController@assign","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/reports/daily,api.v1.reports.daily,"Api\ReportsApiController@teamDaily","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/reports/health,—,"Api\V1Controller@health","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/reports/my-daily,api.v1.reports.my_daily,"Api\ReportsApiController@myDaily","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/reports/progress/{projectId},—,"Api\V1Controller@progress","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/reports/today-compliance,api.v1.reports.today,"Api\ReportsApiController@todayCompliance","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
POST,/api/v1/track/start,—,"Api\V1Controller@trackStart","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
POST,/api/v1/track/{session}/end,—,"Api\V1Controller@trackEnd","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
POST,/api/v1/track/{session}/points,—,"Api\V1Controller@trackIngest","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/{module},—,"Api\V1Controller@apiIndex","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
POST,/api/v1/{module},—,"Api\V1Controller@apiStore","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/api/v1/{module}/{id},—,"Api\V1Controller@apiShow","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
PUT,/api/v1/{module}/{id},—,"Api\V1Controller@apiUpdate","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
PATCH,/api/v1/{module}/{id},—,"Api\V1Controller@apiPatch","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
DELETE,/api/v1/{module}/{id},—,"Api\V1Controller@apiDestroy","api · throttle:api · App\Http\Middleware\ApiAuth",محروس,"Bearer + نطاقُ المفتاح + حراسُ الحساب"
GET,/app-quality,appquality,"Web\CapacityController@quality","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/app/{id},apps.center,"Web\AppCenterController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/approvals/{id}/approve,approvals.approve,"Web\ApprovalDecisionController@approve","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/approvals/{id}/reject,approvals.reject,"Web\ApprovalDecisionController@reject","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/apps-projects,appsprojects,"Web\AppsProjectsController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/apps-projects/fix,appsprojects.fix,"Web\AppsProjectsController@fix","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/apps/quoteflow,quoteflow,"Web\QuoteFlowController@page","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/apps/quoteflow/save,quoteflow.save,"Web\QuoteFlowController@save","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/apps/quoteflow/unlock,quoteflow.unlock,"Web\QuoteFlowController@unlock","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/asset-project/{id}/end,assetproject.end,"Web\AssetProjectController@end","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/assets-life,assets.life,"Web\AssetLifeController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/assets/{id}/projects,assets.projects.assign,"Web\AssetProjectController@assignFromAsset","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/attachments,att.store,"Web\AttachmentController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/attachments/{id},att.destroy,"Web\AttachmentController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/attachments/{id}/access,att.access,"Web\AttachmentController@access","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/attachments/{id}/access/{ruleId},att.access.clear,"Web\AttachmentController@accessClear","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/attachments/{id}/dl,att.dl,"Web\AttachmentController@download","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/attachments/{id}/move,att.move,"Web\AttachmentController@move","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/attachments/{id}/view,att.view,"Web\AttachmentController@preview","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/attachments/{module}/{recordId}/zip,att.zip,"Web\AttachmentController@zip","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/boards,boards.index,"Web\BoardController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/boards,boards.store,"Web\BoardController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/boards/{id},boards.edit,"Web\BoardController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/boards/{id},boards.update,"Web\BoardController@update","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/boards/{id},boards.destroy,"Web\BoardController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/boards/{id}/layout,boards.layout,"Web\BoardController@saveLayout","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/boards/{id}/widgets,boards.widget.add,"Web\BoardController@addWidget","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/boards/{id}/widgets/{widgetId},boards.widget.remove,"Web\BoardController@removeWidget","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
